"Nompro","Fechfa","Cantid","Pcosto"
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,1.3
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,4.67
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,5.11
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.82
GAHBIN CORP.,2010-04-16 00:00:00.000,25.0,34.82
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,4.15
GAHBIN CORP.,2010-04-16 00:00:00.000,500.0,0.23
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,9.74
GAHBIN CORP.,2010-04-16 00:00:00.000,40.0,3.35
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.3
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,3.52
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.66
GAHBIN CORP.,2010-04-16 00:00:00.000,184.0,0.48
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,0.2
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,2.13
GAHBIN CORP.,2010-04-16 00:00:00.000,51.0,3.7
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.04
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,0.87
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,5.7
GAHBIN CORP.,2010-04-16 00:00:00.000,55.0,4.67
GAHBIN CORP.,2010-04-16 00:00:00.000,64.0,3.0
GAHBIN CORP.,2010-04-16 00:00:00.000,96.0,2.51
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.28
GAHBIN CORP.,2010-04-16 00:00:00.000,6.0,15.81
GAHBIN CORP.,2010-04-16 00:00:00.000,40.0,0.75
GAHBIN CORP.,2010-04-16 00:00:00.000,7.0,49.29
GAHBIN CORP.,2010-04-16 00:00:00.000,25.0,43.48
GAHBIN CORP.,2010-04-16 00:00:00.000,15.0,43.48
GAHBIN CORP.,2010-04-16 00:00:00.000,16.0,47.88
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.41
GAHBIN CORP.,2010-04-16 00:00:00.000,11.0,9.83
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.06
GAHBIN CORP.,2010-04-16 00:00:00.000,40.0,5.98
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,3.71
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,4.91
GAHBIN CORP.,2010-04-16 00:00:00.000,60.0,9.29
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,5.57
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,12.98
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,9.74
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,0.93
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,13.92
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,7.43
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.8
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.8
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.19
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.15
GAHBIN CORP.,2010-04-16 00:00:00.000,80.0,0.25
GAHBIN CORP.,2010-04-16 00:00:00.000,200.0,1.38
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,4.87
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,14.74
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,19.03
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,25.98
GAHBIN CORP.,2010-04-16 00:00:00.000,90.0,2.59
GAHBIN CORP.,2010-04-16 00:00:00.000,200.0,1.27
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.11
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,8.36
GAHBIN CORP.,2010-04-16 00:00:00.000,90.0,1.45
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,6.23
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,4.36
GAHBIN CORP.,2010-04-16 00:00:00.000,19.0,5.74
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,3.98
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,8.63
GAHBIN CORP.,2010-04-16 00:00:00.000,70.0,2.15
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.58
GAHBIN CORP.,2010-04-16 00:00:00.000,5.0,8.13
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.21
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.31
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,6.86
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,11.88
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,11.88
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.27
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.33
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,2.51
GAHBIN CORP.,2010-04-16 00:00:00.000,16.0,4.91
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.46
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,3.35
GAHBIN CORP.,2010-04-16 00:00:00.000,18.0,29.19
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,3.7
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,2.59
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,10.9
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,5.04
GAHBIN CORP.,2010-04-16 00:00:00.000,40.0,11.7
GAHBIN CORP.,2010-04-16 00:00:00.000,39.0,3.59
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,16.96
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,16.96
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.48
GAHBIN CORP.,2010-04-16 00:00:00.000,81.0,2.51
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,9.21
GAHBIN CORP.,2010-04-16 00:00:00.000,33.0,6.34
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,1.02
GAHBIN CORP.,2010-04-16 00:00:00.000,12.0,3.12
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,1.23
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,7.19
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,9.45
GAHBIN CORP.,2010-04-16 00:00:00.000,21.0,3.23
GAHBIN CORP.,2010-04-16 00:00:00.000,15.0,3.23
GAHBIN CORP.,2010-04-16 00:00:00.000,25.0,6.23
GAHBIN CORP.,2010-04-16 00:00:00.000,40.0,6.23
GAHBIN CORP.,2010-04-16 00:00:00.000,5.0,19.96
GAHBIN CORP.,2010-04-16 00:00:00.000,5.0,19.96
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,19.05
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,4.09
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,2.68
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,38.97
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,1.53
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,0.71
GAHBIN CORP.,2010-04-16 00:00:00.000,5.0,38.58
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,3.71
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,51.22
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,40.83
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,3.35
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,20.46
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,0.15
GAHBIN CORP.,2010-04-16 00:00:00.000,35.0,10.11
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,61.6
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,49.18
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.87
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,9.6
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.18
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,0.23
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,6.03
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,16.06
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,10.21
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,8.44
GAHBIN CORP.,2010-04-16 00:00:00.000,5.0,33.05
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,2.18
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,5.36
GAHBIN CORP.,2010-04-16 00:00:00.000,300.0,15.62
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,25.69
E.P.S.,2010-04-20 00:00:00.000,104.0,12.27
E.P.S.,2010-04-20 00:00:00.000,104.0,12.27
E.P.S.,2010-04-20 00:00:00.000,102.0,12.27
E.P.S.,2010-04-20 00:00:00.000,102.0,12.27
E.P.S.,2010-04-20 00:00:00.000,300.0,12.12
E.P.S.,2010-04-20 00:00:00.000,60.0,5.68
E.P.S.,2010-04-20 00:00:00.000,100.0,8.23
E.P.S.,2010-04-20 00:00:00.000,498.0,11.52
E.P.S.,2010-04-20 00:00:00.000,200.0,9.27
E.P.S.,2010-04-20 00:00:00.000,798.0,13.97
E.P.S.,2010-04-20 00:00:00.000,798.0,13.2
E.P.S.,2010-04-20 00:00:00.000,798.0,13.35
E.P.S.,2010-04-20 00:00:00.000,798.0,13.35
E.P.S.,2010-04-20 00:00:00.000,402.0,13.5
GAHBIN CORP.,2010-04-21 00:00:00.000,200.0,3.34
GAHBIN CORP.,2010-04-21 00:00:00.000,150.0,5.47
GAHBIN CORP.,2010-04-21 00:00:00.000,1300.0,3.36
GAHBIN CORP.,2010-04-21 00:00:00.000,295.0,1.96
GAHBIN CORP.,2010-04-21 00:00:00.000,200.0,1.48
GAHBIN CORP.,2010-04-21 00:00:00.000,20.0,1.48
GAHBIN CORP.,2010-04-21 00:00:00.000,40.0,2.15
GAHBIN CORP.,2010-04-21 00:00:00.000,50.0,2.79
GAHBIN CORP.,2010-04-21 00:00:00.000,5.0,9.69
OCAP,2010-06-18 00:00:00.000,1505.0,3.18
OCAP,2010-06-18 00:00:00.000,2000.0,5.13
OCAP,2010-06-18 00:00:00.000,400.0,3.9
OCAP,2010-06-18 00:00:00.000,300.0,3.9
OCAP,2010-06-18 00:00:00.000,150.0,5.23
OCAP,2010-06-18 00:00:00.000,400.0,3.94
OCAP,2010-06-18 00:00:00.000,400.0,3.56
OCAP,2010-06-18 00:00:00.000,500.0,3.56
OCAP,2010-06-18 00:00:00.000,400.0,3.04
OCAP,2010-06-18 00:00:00.000,50.0,4.7
OCAP,2010-06-18 00:00:00.000,50.0,4.7
OCAP,2010-06-18 00:00:00.000,150.0,4.99
OCAP,2010-06-18 00:00:00.000,100.0,5.22
OCAP,2010-06-18 00:00:00.000,100.0,6.84
OCAP,2010-06-18 00:00:00.000,100.0,6.84
OCAP,2010-06-18 00:00:00.000,150.0,5.04
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,150.0,5.11
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,200.0,8.06
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,100.0,5.79
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,30.0,4.19
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,100.0,4.43
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,50.0,4.31
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,200.0,3.82
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,50.0,7.08
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,100.0,5.83
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,200.0,8.2
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,100.0,8.2
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,500.0,5.9
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,100.0,3.29
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,479.0,2.85
ARSEN INDUSTRIAL,2010-06-18 00:00:00.000,400.0,12.6
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,120.0,9.72
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,150.0,15.12
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,200.0,24.62
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,200.0,17.5
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,176.0,18.36
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,120.0,14.3
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,120.0,13.4
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,240.0,13.9
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,220.0,14.0
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,225.0,13.2
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,20.0,9.5
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,200.0,10.26
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,60.0,6.48
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,300.0,8.0
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,400.0,6.8
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,140.0,6.0
HOTECH AUTOMOBILE ELECTRICAL,2010-07-02 00:00:00.000,360.0,1.7
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,18.0
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,20.0
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,17.25
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,17.97
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,100.0,2.35
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,2.0
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,300.0,1.67
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,1.2
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,300.0,1.27
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,60.0,12.65
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,60.0,11.35
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,500.0,2.65
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,6.4
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,300.0,6.7
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,100.0,7.0
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,100.0,3.33
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,4.2
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,50.0,5.6
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,100.0,4.2
"PORTER, INDUSTRIES",2010-07-02 00:00:00.000,60.0,12.65
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,1.85
GAHBIN CORP.,2010-07-30 00:00:00.000,12.0,10.58
GAHBIN CORP.,2010-07-30 00:00:00.000,50.0,5.66
GAHBIN CORP.,2010-07-30 00:00:00.000,20.0,10.66
GAHBIN CORP.,2010-07-30 00:00:00.000,40.0,6.39
GAHBIN CORP.,2010-07-30 00:00:00.000,19.0,16.62
GAHBIN CORP.,2010-07-30 00:00:00.000,80.0,6.79
GAHBIN CORP.,2010-07-30 00:00:00.000,140.0,2.04
GAHBIN CORP.,2010-07-30 00:00:00.000,2000.0,7.61
GAHBIN CORP.,2010-07-30 00:00:00.000,50.0,12.52
GAHBIN CORP.,2010-07-30 00:00:00.000,55.0,8.38
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,0.75
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.32
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,1.48
GAHBIN CORP.,2010-07-30 00:00:00.000,84.0,3.7
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.93
GAHBIN CORP.,2010-07-30 00:00:00.000,75.0,0.19
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.14
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,3.27
GAHBIN CORP.,2010-07-30 00:00:00.000,24.0,16.28
GAHBIN CORP.,2010-07-30 00:00:00.000,60.0,11.33
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,1.48
GAHBIN CORP.,2010-07-30 00:00:00.000,109.0,3.95
GAHBIN CORP.,2010-07-30 00:00:00.000,65.0,1.45
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.42
GAHBIN CORP.,2010-07-30 00:00:00.000,50.0,12.9
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,4.09
GAHBIN CORP.,2010-07-30 00:00:00.000,140.0,14.88
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,7.43
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,14.19
GAHBIN CORP.,2010-07-30 00:00:00.000,92.0,2.64
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,1.48
GAHBIN CORP.,2010-07-30 00:00:00.000,144.0,3.23
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,2.04
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,3.98
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,8.16
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,1.21
GAHBIN CORP.,2010-07-30 00:00:00.000,200.0,2.11
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,16.7
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,16.7
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,0.98
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,1.5
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,4.26
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,8.18
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,13.79
GAHBIN CORP.,2010-07-30 00:00:00.000,110.0,13.48
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,1.58
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,3.95
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,4.32
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,7.06
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,5.11
GAHBIN CORP.,2010-07-30 00:00:00.000,6.0,3.35
GAHBIN CORP.,2010-07-30 00:00:00.000,60.0,2.15
GAHBIN CORP.,2010-07-30 00:00:00.000,110.0,0.48
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,0.2
GAHBIN CORP.,2010-07-30 00:00:00.000,103.0,3.7
GAHBIN CORP.,2010-07-30 00:00:00.000,101.0,1.04
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,0.87
GAHBIN CORP.,2010-07-30 00:00:00.000,5.0,4.67
GAHBIN CORP.,2010-07-30 00:00:00.000,112.0,3.0
GAHBIN CORP.,2010-07-30 00:00:00.000,60.0,2.51
GAHBIN CORP.,2010-07-30 00:00:00.000,23.0,15.81
GAHBIN CORP.,2010-07-30 00:00:00.000,50.0,0.75
GAHBIN CORP.,2010-07-30 00:00:00.000,20.0,49.29
GAHBIN CORP.,2010-07-30 00:00:00.000,19.0,43.48
GAHBIN CORP.,2010-07-30 00:00:00.000,22.0,43.48
GAHBIN CORP.,2010-07-30 00:00:00.000,10.0,47.88
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,2.41
GAHBIN CORP.,2010-07-30 00:00:00.000,9.0,9.83
GAHBIN CORP.,2010-07-30 00:00:00.000,15.0,9.69
GAHBIN CORP.,2010-07-30 00:00:00.000,10.0,5.98
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,0.93
GAHBIN CORP.,2010-07-30 00:00:00.000,97.0,0.15
GAHBIN CORP.,2010-07-30 00:00:00.000,20.0,0.25
GAHBIN CORP.,2010-07-30 00:00:00.000,200.0,1.38
GAHBIN CORP.,2010-07-30 00:00:00.000,60.0,2.59
GAHBIN CORP.,2010-07-30 00:00:00.000,200.0,1.27
GAHBIN CORP.,2010-07-30 00:00:00.000,10.0,1.45
GAHBIN CORP.,2010-07-30 00:00:00.000,200.0,1.96
GAHBIN CORP.,2010-07-30 00:00:00.000,92.0,5.74
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,3.98
GAHBIN CORP.,2010-07-30 00:00:00.000,120.0,2.15
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,1.58
GAHBIN CORP.,2010-07-30 00:00:00.000,52.0,8.13
GAHBIN CORP.,2010-07-30 00:00:00.000,110.0,1.21
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.27
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.33
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,2.51
GAHBIN CORP.,2010-07-30 00:00:00.000,70.0,4.91
GAHBIN CORP.,2010-07-30 00:00:00.000,118.0,3.7
GAHBIN CORP.,2010-07-30 00:00:00.000,20.0,5.04
GAHBIN CORP.,2010-07-30 00:00:00.000,10.0,11.7
GAHBIN CORP.,2010-07-30 00:00:00.000,15.0,3.59
GAHBIN CORP.,2010-07-30 00:00:00.000,50.0,2.51
GAHBIN CORP.,2010-07-30 00:00:00.000,30.0,9.21
GAHBIN CORP.,2010-07-30 00:00:00.000,17.0,6.34
GAHBIN CORP.,2010-07-30 00:00:00.000,65.0,1.02
GAHBIN CORP.,2010-07-30 00:00:00.000,34.0,3.12
GAHBIN CORP.,2010-07-30 00:00:00.000,75.0,6.23
GAHBIN CORP.,2010-07-30 00:00:00.000,55.0,6.23
GAHBIN CORP.,2010-07-30 00:00:00.000,85.0,19.05
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,1.53
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,0.71
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,0.15
GAHBIN CORP.,2010-07-30 00:00:00.000,15.0,10.11
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,9.6
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.18
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,0.23
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,6.03
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,8.44
GAHBIN CORP.,2010-07-30 00:00:00.000,90.0,3.16
GAHBIN CORP.,2010-07-30 00:00:00.000,300.0,1.71
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,1.3
GAHBIN CORP.,2010-07-30 00:00:00.000,500.0,15.44
GAHBIN CORP.,2010-07-30 00:00:00.000,400.0,6.27
GAHBIN CORP.,2010-07-30 00:00:00.000,728.0,6.49
GAHBIN CORP.,2010-07-30 00:00:00.000,500.0,16.14
GAHBIN CORP.,2010-07-30 00:00:00.000,500.0,2.18
GAHBIN CORP.,2010-07-30 00:00:00.000,390.0,4.18
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,4.18
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,4.18
GAHBIN CORP.,2010-07-30 00:00:00.000,26.0,22.77
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,1.32
GAHBIN CORP.,2010-07-30 00:00:00.000,300.0,15.62
GAHBIN CORP.,2010-07-30 00:00:00.000,10.0,52.97
GAHBIN CORP.,2010-07-30 00:00:00.000,60.0,0.3
GAHBIN CORP.,2010-07-30 00:00:00.000,2500.0,0.26
GAHBIN CORP.,2010-07-30 00:00:00.000,540.0,4.63
GAHBIN CORP.,2010-07-30 00:00:00.000,200.0,6.61
GAHBIN CORP.,2010-07-30 00:00:00.000,50.0,1.25
GAHBIN CORP.,2010-07-30 00:00:00.000,50.0,1.48
GAHBIN CORP.,2010-07-30 00:00:00.000,500.0,1.63
GAHBIN CORP.,2010-07-30 00:00:00.000,350.0,2.02
GAHBIN CORP.,2010-07-30 00:00:00.000,240.0,0.43
GAHBIN CORP.,2010-07-30 00:00:00.000,40.0,3.07
GAHBIN CORP.,2010-07-30 00:00:00.000,40.0,7.0
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,2.41
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,4.0
GAHBIN CORP.,2010-07-30 00:00:00.000,600.0,1.01
GAHBIN CORP.,2010-07-30 00:00:00.000,200.0,2.18
GAHBIN CORP.,2010-07-30 00:00:00.000,300.0,1.6
GAHBIN CORP.,2010-07-30 00:00:00.000,550.0,2.64
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,0.86
GAHBIN CORP.,2010-07-30 00:00:00.000,20.0,1.71
GAHBIN CORP.,2010-07-30 00:00:00.000,600.0,1.76
GAHBIN CORP.,2010-07-30 00:00:00.000,400.0,0.33
GAHBIN CORP.,2010-07-30 00:00:00.000,25.0,32.19
GAHBIN CORP.,2010-07-30 00:00:00.000,13.0,2.15
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,1.07
GAHBIN CORP.,2010-07-30 00:00:00.000,250.0,0.71
GAHBIN CORP.,2010-07-30 00:00:00.000,1.0,8.48
GAHBIN CORP.,2010-07-30 00:00:00.000,20.0,1.78
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,5.97
GAHBIN CORP.,2010-07-30 00:00:00.000,14.0,6.18
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,9.22
GAHBIN CORP.,2010-07-30 00:00:00.000,50.0,0.95
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,1.63
GAHBIN CORP.,2010-07-30 00:00:00.000,136.0,1.53
GAHBIN CORP.,2010-07-30 00:00:00.000,30.0,5.57
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,3.68
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,3.5
GAHBIN CORP.,2010-07-30 00:00:00.000,40.0,18.46
GAHBIN CORP.,2010-07-30 00:00:00.000,8.0,0.48
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,8.01
GAHBIN CORP.,2010-07-30 00:00:00.000,23.0,6.98
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,2.92
GAHBIN CORP.,2010-07-30 00:00:00.000,15.0,31.84
GAHBIN CORP.,2010-07-30 00:00:00.000,49.0,13.68
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,1.61
GAHBIN CORP.,2010-07-30 00:00:00.000,70.0,5.31
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.45
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,2.18
GAHBIN CORP.,2010-07-30 00:00:00.000,8.0,2.55
GAHBIN CORP.,2010-07-30 00:00:00.000,150.0,1.28
GAHBIN CORP.,2010-07-30 00:00:00.000,200.0,0.86
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,1.73
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.37
GAHBIN CORP.,2010-07-30 00:00:00.000,247.0,0.93
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.78
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,0.42
GAHBIN CORP.,2010-07-30 00:00:00.000,255.0,0.93
GAHBIN CORP.,2010-07-30 00:00:00.000,15.0,1.78
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,1.85
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,1.11
GAHBIN CORP.,2010-07-30 00:00:00.000,100.0,3.27
