"idereg","tiptran","fechfa","codart","nomart","codori","cantid","pcosto","pventa","can_ven","cos_ven","venta"
"1",VE,2010-08-19 00:00:00.000,HY-255,Banda direcci�n hidra�lica verna/mobis,6,2,3.39,5.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-260,Reparaci�n cilindro maestro freno verna99-05/mobis,6,3,5.52,14.19,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-260,Reparaci�n cilindro maestro freno verna99-05/mobis,6,15,5.52,14.19,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-260,Reparaci�n cilindro maestro freno verna99-05/mobis,6,1,5.52,14.19,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-260,Reparaci�n cilindro maestro freno verna99-05/mobis,6,10,5.52,14.19,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-268,Motor limpia parabrisas accent verna99-05/mobis,6,4,5.25,12.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-268,Motor limpia parabrisas accent verna99-05/mobis,6,4,5.25,12.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-268,Motor limpia parabrisas accent verna99-05/mobis,6,2,5.25,12.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-283,Flasher relay verna mobis (95550-39000),6,10,4.38,11.3,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-283,Flasher relay verna mobis (95550-39000),6,4,4.38,11.3,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-283,Flasher relay verna mobis (95550-39000),6,2,4.38,11.3,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-289,Radiador Getz 1600 alterno,6,4,47.76,103.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-290,Reloj veloc�metro verna mobis,6,1,20.52,51.0,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-295,Pi��n cigue�al atos mobis,6,6,3.0,9.35,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-295,Pi��n cigue�al atos mobis,6,1,3.0,9.35,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-302,"Terminal estab.der. new accent, mobis",6,4,6.7,14.3,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-304,Empaque cabezote verna 1.5 asbesti/autox,6,6,2.78,5.92,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-304,Empaque cabezote verna 1.5 asbesti/autox,6,10,2.78,5.92,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,KI-046,Terminal direcci�n der. kia exite/mobis,6,2,8.55,18.24,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,KI-047,Terminal direcci�n izq. kia exite/mobis,6,2,8.57,18.24,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,KI-062,Articulaci�n kia picanto mobis,6,4,9.5,20.1,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,KI-062,Articulaci�n kia picanto mobis,6,4,9.5,20.1,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,AV-080,Cilindro principal embrague lanos/tcic,6,1,9.58,21.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,AV-082,Empaque cabezote aveo metal/onnuri,6,2,11.42,24.9,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,AV-082,Empaque cabezote aveo metal/onnuri,6,1,11.42,24.9,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,AV-083,Disco freno ventilado aveo/valeo,6,1,15.87,33.9,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,DW-026,Balancines racer cielo lanos /oem,6,16,2.94,6.27,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,DW-026,Balancines racer cielo lanos /oem,6,20,2.94,6.27,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,DW-036,Pi�on cigue�al peq. daewoo racer gm,6,3,3.22,7.6,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,DW-039,Rotor distribuidor matiz mando,6,4,0.99,2.11,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,DW-062,Contacto swich lanos / gm,6,4,7.0,15.79,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,DW-107,Interruptor subir vidrio boton daewoo/gm,6,2,4.13,37.05,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,DW-175,"Trompo retro racer,cielo,espero,lanos/gm",6,10,3.06,7.0,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-002,Filtro gasolina verna/04 onnuri,6,20,2.56,5.47,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-002,Filtro gasolina verna/04 onnuri,6,10,2.56,5.47,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-003,Filtro aire verna /04 atoz/03 mobis,6,45,4.05,8.58,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-019,Banda dist. 105 dtes. vrn/04 acc94-99 mobis,6,20,23.16,52.05,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-049,Jgo. cable bujias verna /04 mobis,6,6,24.22,56.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-049,Jgo. cable bujias verna /04 mobis,6,5,24.22,56.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-059,Terminal direccion verna/04 mobis,6,80,6.27,15.8,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-077,Malla bomba gasolina verna mobis,6,10,1.98,4.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-077,Malla bomba gasolina verna mobis,6,15,1.98,4.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-077,Malla bomba gasolina verna mobis,6,12,1.98,4.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-077,Malla bomba gasolina verna mobis,6,10,1.98,4.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-085,Ruliman rueda dela. verna mobis,6,50,23.43,49.98,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-088,Bomba aceite verna getz dosc 1.6/mobis,6,10,38.54,82.21,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-089,Banda aire acondicionado verna mobis,6,6,11.54,13.17,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-095,Manija puerta interior izq. accent 99 mobis,6,10,1.47,2.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-096,Manija puerta interior der. accent 99 mobis,6,10,1.47,2.85,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-096,Manija puerta interior der. accent 99 mobis,6,10,1.47,2.85,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-096,Manija puerta interior der. accent 99 mobis,6,15,1.47,2.85,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-097,Radiador verna grande mobis,6,5,79.57,186.0,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,40,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,160,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,160,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,240,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,80,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-107,"Rotula suspension accent,verna/  mobis",6,50,6.95,16.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,4,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-110,Buje mesa dela. izq. caucho accent 95/99/Onnuri,6,10,1.88,4.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-118,Bocin caja direccion accent alto/ mobis,6,10,2.22,5.9,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-122,Caucho barra estab. dela. verna/mobis,6,4,1.58,2.45,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-122,Caucho barra estab. dela. verna/mobis,6,15,1.58,2.45,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-123,Valvula admision verna mobis,6,24,2.44,6.15,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-123,Valvula admision verna mobis,6,8,2.44,6.15,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-124,Valvula escape verna mobis,6,16,3.03,8.8,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-124,Valvula escape verna mobis,6,24,3.03,8.8,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-125,Tuerca rueda 1. 50 mm verna mobis,6,20,0.64,1.49,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-125,Tuerca rueda 1. 50 mm verna mobis,6,20,0.64,1.49,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-159,Barra limpiaparabrisas accent verna/mobis,6,10,8.13,12.15,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-161,Ducto refrigerante corto atos/mobis,6,4,4.6,11.2,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-161,Ducto refrigerante corto atos/mobis,6,5,4.6,11.2,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-161,Ducto refrigerante corto atos/mobis,6,20,4.6,11.2,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-162,Sensor posici�n cig�e�al accent/mobis,6,1,17.64,34.57,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-167,Trompo retro atos/mobis,6,3,3.62,9.4,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-167,Trompo retro atos/mobis,6,10,3.62,9.4,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-170,Articulaci�n verna 99-05/mobis,6,20,6.0,15.55,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-170,Articulaci�n verna 99-05/mobis,6,30,6.0,15.55,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-170,Articulaci�n verna 99-05/mobis,6,3,6.0,15.55,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-172,Buje peq.mesa suspensi�n verna/mobis,6,4,1.52,4.05,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-172,Buje peq.mesa suspensi�n verna/mobis,6,12,1.52,4.05,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-174,V�lvula escape accent 1.5/mobis,6,8,3.28,8.1,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-180,Trompo retro verna/mobis,6,10,3.96,10.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-183,Manija interior abre pta. izq.verna 03/mobis,6,6,3.55,5.83,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-183,Manija interior abre pta. izq.verna 03/mobis,6,3,3.55,5.83,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-183,Manija interior abre pta. izq.verna 03/mobis,6,5,3.55,5.83,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-184,Ret�n tapa v�lvula verna/mobis,6,30,1.38,2.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-184,Ret�n tapa v�lvula verna/mobis,6,20,1.38,2.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,6,15,2.64,6.7,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,6,4,2.64,6.7,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-189,Sello v�lvula atos/mobis,6,40,0.42,0.65,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-197,Sello valvula excel/mobis,6,48,0.5,1.2,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-197,Sello valvula excel/mobis,6,24,0.5,1.2,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-197,Sello valvula excel/mobis,6,40,0.5,1.2,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-214,Motor electroventilador comp. verna/mobis,6,1,48.28,121.0,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-217,Manguera by pass corta verna/mobis,6,2,1.6,3.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-217,Manguera by pass corta verna/mobis,6,10,1.6,3.99,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-219,Toma/ducto agua largo atoz/mobis,6,4,10.53,16.11,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-219,Toma/ducto agua largo atoz/mobis,6,2,10.53,16.11,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-220,Jgo. cable buj�as atoz pride2000/mobis,6,10,16.08,24.81,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-222,Sensor flujo aire accet/mobis,6,1,173.25,282.98,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-223,Sensor flujo aire verna/mobis,6,1,95.78,156.43,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-230,"Sensor velocidad isc verna,matrix, rio /mobis",6,5,31.38,66.94,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-230,"Sensor velocidad isc verna,matrix, rio /mobis",6,1,31.38,66.94,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-232,Horquilla embrague new accent verna 06/mobis,6,4,4.12,6.66,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-234,Ret�n semi eje verna/mobis,6,15,1.06,2.64,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-234,Ret�n semi eje verna/mobis,6,20,1.06,2.64,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-236,Base palanca cambio atoz/mobis,6,50,2.72,4.16,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-236,Base palanca cambio atoz/mobis,6,20,2.72,4.16,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-236,Base palanca cambio atoz/mobis,6,10,2.72,4.16,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-236,Base palanca cambio atoz/mobis,6,10,2.72,4.16,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-237,Horquilla 1 y 2 accent 1.5 /mobis,6,4,2.67,6.7,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-240,Rotula superior new accent 06/mobis,6,8,8.96,23.02,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-240,Rotula superior new accent 06/mobis,6,12,8.96,23.02,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-247,Espiral post. accent 94-97 /mobis,6,2,9.27,22.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-249,Espiral post.verna 99-05/mobis,6,4,13.83,34.2,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-250,Tope amortiguador post. atoz /mobis,6,15,1.42,3.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-253,Bocin puente post. gra. atoz /onnuri,6,10,2.47,3.79,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-254,T�erminal barra estab. post. verna/yulim,6,20,2.44,5.22,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-255,Banda direcci�n hidra�lica verna/mobis,6,10,3.39,5.6,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-260,Reparaci�n cilindro maestro freno verna99-05/mobis,6,10,5.52,14.19,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-260,Reparaci�n cilindro maestro freno verna99-05/mobis,6,10,5.52,14.19,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-267,Pluma limpia parabrisas atos/mobis,6,4,3.44,5.55,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-289,Radiador Getz 1600 alterno,6,2,47.76,103.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-289,Radiador Getz 1600 alterno,6,3,47.76,103.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-289,Radiador Getz 1600 alterno,6,1,47.76,103.5,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-290,Reloj veloc�metro verna mobis,6,1,20.52,51.0,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-295,Pi��n cigue�al atos mobis,6,2,3.0,9.35,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-302,"Terminal estab.der. new accent, mobis",6,4,6.7,14.3,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-302,"Terminal estab.der. new accent, mobis",6,12,6.7,14.3,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-304,Empaque cabezote verna 1.5 asbesti/autox,6,30,2.78,5.92,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,HY-304,Empaque cabezote verna 1.5 asbesti/autox,6,10,2.78,5.92,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,KI-046,Terminal direcci�n der. kia exite/mobis,6,3,8.55,18.24,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,KI-046,Terminal direcci�n der. kia exite/mobis,6,3,8.55,18.24,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,KI-047,Terminal direcci�n izq. kia exite/mobis,6,3,8.57,18.24,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,KI-047,Terminal direcci�n izq. kia exite/mobis,6,3,8.57,18.24,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,KI-051,Caucho barra templadora kia rio /mobis,6,15,2.67,6.75,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,KI-058,Electroventilador kia rio mobis,6,2,57.51,92.89,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,KI-061,Filtro gasolina kia rio mobis,6,2,6.86,12.7,0.0,0.0,0.0
"1",VE,2010-08-20 00:00:00.000,KI-062,Articulaci�n kia picanto mobis,6,5,9.5,20.1,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,AV-083,Disco freno ventilado aveo/valeo,6,6,15.87,33.9,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-002,Filtro aire lanos I-II /03 onnuri,6,8,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-002,Filtro aire lanos I-II /03 onnuri,6,4,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-002,Filtro aire lanos I-II /03 onnuri,6,6,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-026,Balancines racer cielo lanos /oem,6,24,2.94,6.27,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-026,Balancines racer cielo lanos /oem,6,20,2.94,6.27,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-026,Balancines racer cielo lanos /oem,6,52,2.94,6.27,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-032,Filtro aire daewoo cielo mpi onnuri,6,4,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-032,Filtro aire daewoo cielo mpi onnuri,6,6,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-035,Cable embrague matiz/OEM,6,5,5.28,11.26,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-041,Sellos valvula cielo racer /alterno,6,80,0.3,0.67,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-050,"Tubo distribuidor agua racer, cielo (fino) /gm",6,5,5.59,12.8,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-053,Ret�n �rbol levas lanos racer / alterno kos,6,6,1.3,2.78,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-056,Base motor post. lanos racer/PH,6,2,8.55,18.24,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-062,Contacto swich lanos / gm,6,5,7.0,15.79,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-063,"Manzana rda. dela. racer,cielo,lanos/ x2hub",6,6,8.2,17.5,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-064,Valvula escape lanos / gm,6,4,4.5,10.5,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-064,Valvula escape lanos / gm,6,8,4.5,10.5,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-065,V�lvula admisi�n lanos / gm,6,4,3.76,8.03,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-065,V�lvula admisi�n lanos / gm,6,8,3.76,8.03,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-066,Trompo retro daewoo matiz / gm,6,4,3.42,7.3,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-068,Regulador alternador racer cierlo lanos alterno,6,1,20.26,31.01,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-107,Interruptor subir vidrio boton daewoo/gm,6,1,4.13,37.05,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-175,"Trompo retro racer,cielo,espero,lanos/gm",6,5,3.06,7.0,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-175,"Trompo retro racer,cielo,espero,lanos/gm",6,3,3.06,7.0,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,DW-176,Cilindro auxiliar embrague cielo/ valeo,6,5,8.49,20.7,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-001,Filtro gasolina verna/04 mobis,6,2,4.74,12.25,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-002,Filtro gasolina verna/04 onnuri,6,10,2.56,5.47,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-002,Filtro gasolina verna/04 onnuri,6,10,2.56,5.47,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-002,Filtro gasolina verna/04 onnuri,6,8,2.56,5.47,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-004,Filtro aire verna/04 onnuri,6,3,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-004,Filtro aire verna/04 onnuri,6,4,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-004,Filtro aire verna/04 onnuri,6,10,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-019,Banda dist. 105 dtes. vrn/04 acc94-99 mobis,6,2,23.16,52.05,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-019,Banda dist. 105 dtes. vrn/04 acc94-99 mobis,6,5,23.16,52.05,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-045,Templador banda dist. ver/04 acc94-99 mobis,6,10,9.4,23.6,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-045,Templador banda dist. ver/04 acc94-99 mobis,6,15,9.4,23.6,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-047,Templador red. dist. ver04 acc94-99 mobis,6,10,9.74,26.0,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-047,Templador red. dist. ver04 acc94-99 mobis,6,15,9.74,26.0,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-047,Templador red. dist. ver04 acc94-99 mobis,6,6,9.74,26.0,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-049,Jgo. cable bujias verna /04 mobis,6,10,24.22,56.99,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-049,Jgo. cable bujias verna /04 mobis,6,6,24.22,56.99,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-057,Elevador valvula acc 94-99 ver/04 mobis,6,12,3.27,8.5,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-059,Terminal direccion verna/04 mobis,6,6,6.27,15.8,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-061,Terminal barra est. der. ver/04 mobis,6,4,6.27,17.95,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-063,Terminal barra est. izq. ver/04 mobis,6,6,6.27,17.95,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-077,Malla bomba gasolina verna mobis,6,5,1.98,4.99,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-085,Ruliman rueda dela. verna mobis,6,6,23.43,49.98,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-085,Ruliman rueda dela. verna mobis,6,4,23.43,49.98,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-088,Bomba aceite verna getz dosc 1.6/mobis,6,2,38.54,82.21,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-089,Banda aire acondicionado verna mobis,6,6,11.54,13.17,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-089,Banda aire acondicionado verna mobis,6,5,11.54,13.17,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-099,Reten arbol levas / todos hyundai/alterno,6,5,0.71,0.87,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,108,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,48,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,160,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-106,Filtro gasolina gezt mobis,6,4,14.68,27.8,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-106,Filtro gasolina gezt mobis,6,20,14.68,27.8,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-107,"Rotula suspension accent,verna/  mobis",6,10,6.95,16.99,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,4,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,10,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,6,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-21 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,8,9.92,25.2,0.0,0.0,0.0
