"Codart","Nomart","Pcosto","Pventa","Exiact","Pricon","Segcon","Difer","Status","Sustiti","Observa","Procesado"
GRN-010,Juego ring chev. corsa 1400 /0.20,15.51,24.62,0.0,0.0,0.0,0.0,N,C1868.020,,N
GRN-011,Juego ring chev.corsa evolution 1.8 std.,17.6,27.93,0.0,0.0,0.0,0.0,N,S5216.000,,N
GRN-012,Juego ring chev. corsa evolution 1.8 /0.10,17.6,27.93,1.0,0.0,0.0,0.0,N,S5216.010,,N
GRN-013,Juego ring lada 1600 std.,16.27,24.0,0.0,0.0,0.0,0.0,N,C1575.STD,,N
GRN-014,Juego ring lada 1600 + 10,16.27,24.0,0.0,1.0,1.0,0.0,N,C1575.008,"",S
GSK-0.10,x-x-x-x-x-x-x-x--x-x-x-x--x-x-x-x-,16.88,27.0,0.0,0.0,0.0,0.0,N,,,N
GSK-STD,-x-x-x-x-x-x--x-x,16.88,27.0,0.0,0.0,0.0,0.0,N,,,N
GSP-001,Eje completo hyundai largo,36.07,66.61,0.0,0.0,0.0,0.0,N,HY-8-910,,N
GSP-002,Eje completo hyundai corto,35.23,63.72,0.0,0.0,0.0,0.0,N,HY-8-909,,N
GSP-003,Eje completo swift hembra,32.81,55.9,0.0,0.0,0.0,0.0,N,SK-8-004,,N
GSP-004,Eje completo swift macho,32.81,56.0,0.0,0.0,0.0,0.0,N,SK-8-003,,N
GSP-005,Eje completo che. luv 2.3 troop izq.,39.06,63.35,0.0,0.0,0.0,0.0,N,IZ-8-901,,N
GSP-006,Eje completo chev. luv 2.3 trooper der.,44.53,72.2,0.0,0.0,0.0,0.0,N,IZ-8-902,,N
GSP-007,Eje completo mazda 323 der.,35.4,63.72,0.0,0.0,0.0,0.0,N,MZ-8-001,,N
GSP-008,Eje completo mazda 323 izq.,35.4,63.72,0.0,0.0,0.0,0.0,N,MZ-8-002,,N
GSP-009,Eje completo nissan sentra 1.6 izq.,44.28,81.08,0.0,0.0,0.0,0.0,N,NI-8-925,,N
GSP-010,Eje completo nissan sentra 1.6 der.,38.61,69.5,0.0,0.0,0.0,0.0,N,NI-8-926,,N
GSP-011,Eje completo chevrolet gemini izq.,32.08,59.81,0.0,0.0,0.0,0.0,N,GM-8-921,,N
GSP-012,Eje completo chevrolet gemini der.,33.28,62.7,0.0,0.0,0.0,0.0,N,GM-8-944,,N
GSP-013,Eje completo hyundai accent 95/99 der.,34.5,65.5,0.0,0.0,0.0,0.0,N,HY-8-002,,N
GSP-014,Eje completo accent elantra excel 90/95 der.,34.5,65.5,0.0,0.0,0.0,0.0,N,HY-8-905,,N
GSP-015,Eje completo kia rio izq.,35.06,63.72,0.0,0.0,0.0,0.0,N,KA-8-929,,N
GSP-016,Eje completo kia rio der.,36.65,66.61,0.0,0.0,0.0,0.0,N,KA-8-930,,N
GSP-017,Eje completo racer cielo izq.,36.65,66.61,0.0,0.0,0.0,0.0,N,OP-8-904,,N
GSP-018,Eje completo racer cielo der.,36.65,66.61,0.0,0.0,0.0,0.0,N,OP-8-905,,N
GSP-019,Eje completo steem 1.6 der. 25x888x923x22,36.38,66.61,2.0,2.0,0.0,0.0,C,SK-8-901,"",S
GSP-020,Eje completo steem 1.6 izq./25x605.5x640.5x22,36.38,66.61,1.0,1.0,0.0,0.0,C,SK-8-902,"",S
GSP-021,Eje completo suzuki forza 1.3 izq.,35.4,63.72,2.0,2.0,0.0,0.0,C,SK-8-904,"",S
GSP-022,Eje completo suzuki forza 1.3 der,35.4,63.72,0.0,0.0,0.0,0.0,N,SK-8-905,,N
GSP-023,Eje completo steem 1.5 swift corto der./23x588x639,33.0,62.7,1.0,1.0,0.0,0.0,C,SK-8-969,"",S
GSP-024,Eje completo steem 1.5 largo izq./23x607.5x651.5x2,36.0,68.35,0.0,0.0,0.0,0.0,N,SK-8-970,,N
GUN-026,Cruceta cardan japon,2.13,3.99,0.0,0.0,0.0,0.0,N,GUN-26,,N
GZP-001,Grasa izumi puntas homocineticas,0.39,0.62,475.0,485.0,485.0,0.0,N,,"",S
HY-001,Filtro gasolina verna/04 mobis,4.74,12.25,0.0,0.0,0.0,0.0,N,"31911-25000",,N
HY-002,Filtro gasolina verna/04 onnuri,2.56,5.47,0.0,0.0,0.0,0.0,N,"31911-25000",,N
HY-003,Filtro aire verna /04 atoz/03 mobis,4.05,8.58,0.0,0.0,0.0,0.0,N,"28113-22600",,N
HY-004,Filtro aire verna/04 onnuri,1.95,4.16,0.0,0.0,0.0,0.0,N,"28113-22600",,N
HY-005,Filtro aire h100 gasolina/93-04 mobis,9.01,13.7,0.0,0.0,0.0,0.0,N,"28130 43600",,N
HY-006,Filtro aire h100 gasolina 93-04 onnuri,4.61,7.38,0.0,0.0,0.0,0.0,N,"28130 43600",,N
HY-007,Filtro aire h100 diesel 03-04 mobis,7.54,11.46,0.0,0.0,0.0,0.0,N,"2813044000",,N
HY-008,Filtro aire h100 disel/93-04 onnuri,4.24,6.79,0.0,0.0,0.0,0.0,N,"2813044000",,N
HY-009,Filtro combustible h100 diesel/93-04 mobis,7.93,12.69,0.0,0.0,0.0,0.0,N,"31981 43000",,N
HY-010,Filtro combustible h100 diesel/93-04 onnuri,4.24,6.79,0.0,0.0,0.0,0.0,N,"31981 43000",,N
HY-011,Filtro gasolina h-100 mobis,5.68,9.09,0.0,0.0,0.0,0.0,N,"31910-23000",,N
HY-012,Filtro gasolina h-100 onnuri,4.07,6.51,0.0,0.0,0.0,0.0,N,"31910-23000",,N
HY-013,Filtro aire 1. 3 acc/94-99 ela 95-99 mobis,4.06,5.56,0.0,0.0,0.0,0.0,N,"28113-22301",,N
HY-014,Filtro aire 1. 3 acc 94-99 elan 95-99 onnuri,2.33,3.34,0.0,0.0,0.0,0.0,N,"28113-22301",,N
HY-015,Filtro aire 1. 5 acc/94-99 ela/95-99 mobis,4.82,6.59,0.0,0.0,0.0,0.0,N,"28113-22051",,N
HY-016,Filtro aire 1. 5 acc/94-99 ela/95-99 onnuri,2.61,3.76,0.0,0.0,0.0,0.0,N,"28113-22051",,N
HY-017,Filtro gasolina acc 1.5/94-99 mobis,8.26,12.56,0.0,0.0,0.0,0.0,N,"31911-22000",,N
HY-018,Filtro gasolina acc 1. 1 /94-99 onnuri,3.72,6.3,0.0,0.0,0.0,0.0,N,"31911-22000",,N
HY-019,Banda dist. 105 dtes. vrn/04 acc94-99 mobis,23.16,52.05,1.0,0.0,0.0,0.0,N,"24312-26001",,N
HY-020,Banda dist. 105 dtes. vrna/04 acc94-99 gates,20.68,33.09,0.0,0.0,0.0,0.0,N,"24312-26001",,N
HY-021,Amortiguador dela. izq. verna/04 mobis,33.08,68.36,0.0,0.0,0.0,0.0,N,"54650-25000",,N
HY-022,Amortiguador dela. der. verna/04 mobis,33.08,68.36,0.0,0.0,0.0,0.0,N,"54660-25000",,N
HY-023,Amortiguador post. izq. verna/04 mobis,35.56,73.5,0.0,0.0,0.0,0.0,N,"55350-25000",,N
HY-024,Amortiguador post. izq. verna/04 mando,29.58,47.33,0.0,0.0,0.0,0.0,N,"55350-25000",,N
HY-025,Amortiguador post. der. verna/04 mobis,35.56,73.5,0.0,0.0,0.0,0.0,N,"55360-25000",,N
HY-026,Amortiguador post. der. verna/04 mando,29.58,47.33,0.0,0.0,0.0,0.0,N,"55360-25000",,N
HY-027,Disco embrague acc verna 1. 5/04 mobis,34.36,54.97,0.0,0.0,0.0,0.0,N,"41100-22660",,N
HY-028,Disco embrague 1. 5 getz accent verna 1.5/valeo,28.86,42.51,0.0,0.0,0.0,0.0,N,VKD 22106,,N
HY-029,Disco embrague verna 1600 /04 mobis,37.42,79.84,0.0,0.0,0.0,0.0,N,"41100-28050",,N
HY-030,Disco embrague verna 1600 /04 valeo,32.46,51.94,0.0,0.0,0.0,0.0,N,"41100-28050",,N
HY-031,Disco embrague excel 94 valeo,24.88,39.81,0.0,0.0,0.0,0.0,N,VKD22099,,N
HY-032,Plato embrague verna 1600/04 valeo,32.36,51.78,0.0,0.0,0.0,0.0,N,"41300-22150",,N
HY-033,Plato embrague verna 1500/04 mobis,33.75,54.0,0.0,0.0,0.0,0.0,N,"41300-22620",,N
HY-034,Plato embrague verna 1500/04 valeo,25.14,40.230000000000004,0.0,0.0,0.0,0.0,N,BKD22108,,N
HY-035,Plato embrague excel 94 mobis,23.85,38.160000000000004,0.0,0.0,0.0,0.0,N,"41300-36020",,N
HY-036,Plato embrague excel 94 valeo,21.41,34.26,0.0,0.0,0.0,0.0,N,"41300-36020",,N
HY-037,Ruliman embrague ver04 acc/ mobis,12.3,26.11,1.0,1.0,0.0,0.0,C,"41421-28000","",S
HY-038,Ruliman embrague ver04 acc94-99 valeo,14.56,23.79,0.0,0.0,0.0,0.0,N,"41421-28000",,N
HY-039,Ruliman embrague excel 94 mobis,17.54,28.060000000000002,0.0,0.0,0.0,0.0,N,"41421-36000",,N
HY-040,Ruliman embrague exc 94 valeo,15.06,24.09,0.0,0.0,0.0,0.0,N,"41421-3600",,N
HY-041,Ruliman rueda dela. verna/04 mobis,25.17,40.27,0.0,0.0,0.0,0.0,N,"51720-29150",,N
HY-042,Ruliman rueda dela. verna/04 skf,16.99,27.18,0.0,0.0,0.0,0.0,N,BHB636193C,,N
HY-043,Templador banda dist. exc/94 gmb,9.74,15.58,0.0,0.0,0.0,0.0,N,"24410-21010",,N
HY-044,Templador banda dist. exc/94 mobis,11.91,19.06,0.0,0.0,0.0,0.0,N,"24410-21010",,N
HY-045,Templador banda dist. ver/04 acc94-99 mobis,9.4,23.6,2.0,0.0,0.0,0.0,N,"24410-26000",,N
HY-046,Templador banda dist. ver/04 acc94-99 gmb,8.09,12.950000000000001,0.0,0.0,0.0,0.0,N,"24410-26000",,N
HY-047,Templador red. dist. ver04 acc94-99 mobis,9.74,26.0,355.0,357.0,357.0,0.0,N,"24810-26000","",S
HY-048,Templador red. dist. ver04 acc94-99 gmb,9.45,15.120000000000001,0.0,0.0,0.0,0.0,N,"24810-26000",,N
HY-049,Jgo. cable bujias verna /04 mobis,24.22,56.99,2.0,0.0,0.0,0.0,N,"27501-26000",,N
HY-050,Jgo. cable bujias verna /04 onnuri,8.82,14.11,0.0,0.0,0.0,0.0,N,"27501-26000",,N
HY-051,Jgo. cable bujias ver/04 acc/94-99 1. 5 mobis,17.97,28.75,0.0,0.0,0.0,0.0,N,"27501-24000",,N
HY-052,Jgo. cable bujias acc/94-99 1. 5 onnuri,6.01,9.620000000000001,0.0,0.0,0.0,0.0,N,"27501-24000",,N
HY-053,Bomba gasolina exc/94-ela/93 mobis,25.6,43.53,1.0,1.0,0.0,0.0,C,"31700-24200","",S
HY-054,Manzana rda. dela. ver/04 ato/03 alterna,18.13,30.83,0.0,0.0,0.0,0.0,N,"51750-25000",,N
HY-055,Manzana rda. dela. exe 94-99/ ela 93 mobis,22.0,35.94,0.0,0.0,0.0,0.0,N,"51750-28000",,N
HY-056,Manzana rda. post c/ruliman verna/04 mobis,50.56,80.89,0.0,0.0,0.0,0.0,N,"52710-25001",,N
HY-057,Elevador valvula acc 94-99 ver/04 mobis,3.27,8.5,0.0,0.0,0.0,0.0,N,"24610-22010",,N
HY-058,Rotula verna /04 getz mobis,9.12,14.36,0.0,0.0,0.0,0.0,N,"54530-25000",,N
HY-059,Terminal direccion verna/04 mobis,6.27,15.8,0.0,0.0,0.0,0.0,N,"56820-25000",,N
HY-060,Terminal direccion ver/04 yulim,4.69,7.51,0.0,0.0,0.0,0.0,N,"56820-25000",,N
HY-061,Terminal barra est. der. ver/04 mobis,6.27,17.95,61.0,67.0,61.0,0.0,C,"54830-25020","",S
HY-062,Terminal barra est. der. ver/04 yulim,2.83,6.02,0.0,0.0,0.0,0.0,N,"54830-25020",,N
HY-063,Terminal barra est. izq. ver/04 mobis,6.27,17.95,67.0,61.0,67.0,0.0,C,"54830-25010","",S
HY-064,Terminal barra est. izq. ver/04 yulim,2.82,6.02,0.0,0.0,0.0,0.0,N,"54830-25010",,N
HY-065,Radiador verna 04 peq. /mobis,69.49,105.80105,17.0,17.0,0.0,0.0,C,"25310-25050","",S
HY-066,Radiador verna 04 peq./ hcc,34.16,77.2,17.0,17.0,0.0,0.0,C,"25310-25050","",S
HY-067,Rotula verna /04 getz yulim tech,4.98,7.97,0.0,0.0,0.0,0.0,N,"54530-25000",,N
HY-068,Base motor dela. verna 2003/1.6 mobis,11.91,20.25,0.0,0.0,0.0,0.0,N,"21910-25400",,N
HY-069,Base motor der. matrix/mobis,18.39,39.23,0.0,0.0,0.0,0.0,N,"21810-17000",,N
HY-070,Ret�n semi eje excel / mobis,1.08,1.84,1.0,1.0,0.0,0.0,C,"43119-37010","",S
HY-071,Jgo. cables bujias excel / onnuri,7.35,12.01,0.0,0.0,0.0,0.0,N,"27501-24C10",,N
HY-072,Disco freno ventilado excel /kgc,13.35,22.7,0.0,0.0,0.0,0.0,N,"51712-24100",,N
HY-073,Filtro aire atos onnuri,1.82,3.87,4.0,4.0,0.0,0.0,C,"28113-02510","",S
HY-074,Filtro gasolina atos mobis,6.21,10.56,0.0,0.0,0.0,0.0,N,"31911-02100",,N
HY-075,Filtro gasolina excel accen 1. 3 mobis,2.18,3.32,0.0,0.0,0.0,0.0,N,"31910-21000",,N
HY-076,Kit mordaza freno acc/verna 99-05/ mobis,8.22,13.43,0.0,0.0,0.0,0.0,N,"58102-25A00",,N
HY-077,Malla bomba gasolina verna mobis,1.98,4.99,0.0,0.0,0.0,0.0,N,"31090-25000",,N
HY-078,Sensor oxigeno verna mobis,49.58,105.76,0.0,0.0,0.0,0.0,N,"39210-22610",,N
HY-079,Termostato 82 excel mobis,3.28,6.98,0.0,0.0,0.0,0.0,N,"25500-11200",,N
HY-080,Termo switch excel 86/96 mobis,8.04,17.15,1.0,1.0,0.0,0.0,C,"25360-24000","",S
HY-081,Bomba aceite verna 1.5 sohc mobis,47.3,74.72,0.0,0.0,0.0,0.0,N,"21310-22650",,N
HY-082,Bomba aceite verna 1.5 sohc/alterna jico,33.9,53.24,0.0,0.0,0.0,0.0,N,"21310-22650",,N
HY-083,Cilindro auxiliar embrag. accent verna getz1.6 tac,9.92,16.83,0.0,0.0,0.0,0.0,N,"41710-22660",,N
HY-084,Rotor distribuidor excel mobis,1.31,2.09,0.0,0.0,0.0,0.0,N,"27131-11000",,N
HY-085,Ruliman rueda dela. verna mobis,23.43,49.98,298.0,297.0,297.0,0.0,N,"51720-29400","",S
HY-086,Empaque cabezote accent verna 1.5 asbesto/ onnuri,3.33,5.92,0.0,0.0,0.0,0.0,N,"22311-26602",,N
HY-087,Pito baja verna 99-05/ mobis,9.39,15.34,0.0,0.0,0.0,0.0,N,"96610-29000",,N
HY-088,Bomba aceite verna getz dosc 1.6/mobis,38.54,82.21,0.0,0.0,0.0,0.0,N,"21310-26650",,N
HY-089,Banda aire acondicionado verna mobis,11.54,13.17,32.0,32.0,0.0,0.0,C,"97713-22261","",S
HY-090,Banda aire acondicionada verna,2.7,4.32,0.0,0.0,0.0,0.0,N,"97713-22261",,N
HY-091,Banda alternador accent/verna mobis,4.62,9.86,0.0,0.0,0.0,0.0,N,"25212-26000",,N
HY-092,Banda dist. 101 dtes atos mobis,14.46,24.58,0.0,0.0,0.0,0.0,N,"24312-02701",,N
HY-093,Banda dist. 101 dtes atos onnuri,8.48,13.56,0.0,0.0,0.0,0.0,N,"24312-02701",,N
HY-094,Perno rueda excel,0.3,0.48,0.0,0.0,0.0,0.0,N,"51742-11130",,N
HY-095,Manija puerta interior izq. accent 99 mobis,1.47,2.5,0.0,0.0,0.0,0.0,N,"8620-22000LG",,N
HY-096,Manija puerta interior der. accent 99 mobis,1.47,2.85,0.0,0.0,0.0,0.0,N,"8620-22000LG",,N
HY-097,Radiador verna grande mobis,79.57,186.0,1.0,1.0,0.0,0.0,C,"25310-25151","",S
HY-098,Reten arbol levas /todo hyundai/ mobis,2.42,3.94,0.0,0.0,0.0,0.0,N,"22144-3B001",,N
HY-099,Reten arbol levas / todos hyundai/alterno,0.71,0.87,447.0,278.0,296.0,0.0,N,"22144-21010","",S
HY-100,Reten cigue�al dela. excel mobis,2.73,4.37,0.0,0.0,0.0,0.0,N,"2421-21030",,N
HY-101,Reten cigue�al dela. excel/alterno,0.82,1.32,0.0,0.0,0.0,0.0,N,"2421-21030",,N
HY-102,Reten rueda post. excel/mobis,0.45,1.05,20.0,20.0,0.0,0.0,C,"52713-24000","",S
HY-103,Ruliman embrague atos mobis,11.18,19.0,0.0,0.0,0.0,0.0,N,"41421-02000",,N
HY-104,Ruliman embrague atos valeo,10.32,16.51,0.0,0.0,0.0,0.0,N,"41421-02000",,N
HY-105,Sellos valvula accent verna mobis,0.39,0.99,6.0,4.0,4.0,0.0,N,"22224-22000","",S
HY-106,Filtro gasolina gezt mobis,14.68,27.8,0.0,1.0,0.0,0.0,N,"31112-1C000","",S
HY-107,"Rotula suspension accent,verna/  mobis",6.95,16.99,70.0,70.0,0.0,0.0,C,"54503-22A00","",S
HY-108,Ruliman punta eje accent kbc,5.88,9.4,0.0,0.0,0.0,0.0,N,"51720-21100",,N
HY-109,Base amortiguador dela. accent verna/mobis,9.92,25.2,0.0,0.0,0.0,0.0,N,"54610-22000",,N
HY-110,Buje mesa dela. izq. caucho accent 95/99/Onnuri,1.88,4.5,0.0,0.0,0.0,0.0,N,"54555-22000",,N
HY-111,Buje mesa dela. der. caucho accent 95/99,2.06,3.29,0.0,0.0,0.0,0.0,N,"54556-22000",,N
HY-112,Buje plato suspension atos mobis,2.96,4.49,2.0,0.0,0.0,0.0,N,"54551-22000",,N
HY-113,Jgo. empaque motor accent 1500 onnuri,23.46,37.54,0.0,0.0,0.0,0.0,N,"20910-22U00",,N
HY-114,Jgo. empaque motor excel onnuri,19.14,30.62,0.0,0.0,0.0,0.0,N,"20910-24B10",,N
HY-115,Manzana rda. post. c/ruliman acc x2hub,29.03,44.13,0.0,0.0,0.0,0.0,N,"52710-22000",,N
HY-116,Rotula inferior accent ctr,6.61,9.04,0.0,0.0,0.0,0.0,N,CBKH-7,,N
HY-117,Base centro motor matrix/mobis,8.61,18.37,0.0,0.0,0.0,0.0,N,"21910-17000",,N
HY-118,Bocin caja direccion accent alto/ mobis,2.22,5.9,2.0,2.0,0.0,0.0,C,"56555-25000","",S
HY-119,Bocin caja direccion accent/alterno,1.18,1.8800000000000001,0.0,0.0,0.0,0.0,N,"56555-25000",,N
HY-120,Sensor posicion cigue�al verna mobis,14.81,24.4,0.0,0.0,0.0,0.0,N,"39180-22600",,N
HY-121,Empaque tapa valvula getz verna onnuri,1.52,2.52,2.0,0.0,0.0,0.0,N,"22441-26003",,N
HY-122,Caucho barra estab. dela. verna/mobis,1.58,2.45,478.0,479.0,479.0,0.0,N,"54813-25000","",S
HY-123,Valvula admision verna mobis,2.44,6.15,0.0,4.0,4.0,0.0,N,"22211-26600","",S
HY-124,Valvula escape verna mobis,3.03,8.8,0.0,0.0,0.0,0.0,N,"22212-26000",,N
HY-125,Tuerca rueda 1. 50 mm verna mobis,0.64,1.49,0.0,0.0,0.0,0.0,N,"52950-24100",,N
HY-126,Caucho barra estab. post. verna/mobis,0.7,1.2,0.0,0.0,0.0,0.0,N,"55513-22500",,N
HY-127,Terminal barra estab. post. verna/mobis,3.23,6.78,4.0,4.0,0.0,0.0,C,"55830-25000","",S
HY-128,Reten eje caja accent mobis,1.06,2.27,0.0,0.0,0.0,0.0,N,"43119-28000",,N
HY-129,Reten eje caja accent /alterno,0.83,1.14,0.0,1.0,1.0,0.0,N,"43119-28000","",S
HY-130,Kit rep. bomba embrague princ. excel kos,3.19,5.11,0.0,0.0,0.0,0.0,N,"41660-24A00",,N
HY-131,Kit rep. bomba auxiliar excel kos,1.42,2.2800000000000002,0.0,0.0,0.0,0.0,N,"41710-24A10",,N
HY-132,Reten semi eje excel/alterno pos,1.08,1.84,1.0,0.0,0.0,0.0,N,"43119-21010",,N
HY-133,"Elevador hidraulico verna,matrix/mobis",5.05,10.75,32.0,22.0,0.0,0.0,N,"22231-37110",da�ados 22,S
HY-134,Reten rueda dela. excel accent/mobis,0.82,1.4,0.0,0.0,0.0,0.0,N,"51713-21100",,N
HY-135,Cable embrague excel alterno /syc,3.87,6.45,0.0,0.0,0.0,0.0,N,"41510-24000",,N
HY-136,Banda dist. 110 dtes verna mobis,25.45,38.69,0.0,0.0,0.0,0.0,N,"24312-22613",,N
HY-137,Banda dist. 110 dtes verna/alterno,7.68,12.290000000000001,7.0,0.0,0.0,0.0,N,"24312-22613",,N
HY-138,Base motor caracol verna  2002 1.5 mobis,11.91,20.25,0.0,0.0,0.0,0.0,N,"21910-25010",,N
HY-139,Empaque cabezote verna 1.6 dohc/mobis,10.64,22.4,5.0,5.0,0.0,0.0,C,"22311-26100","",S
HY-140,Ruliman embrague excel 94/ seco,13.87,22.2,0.0,0.0,0.0,0.0,N,"41421-36000",,N
HY-141,Bomba aceite elantra /alterna,41.02,65.63,0.0,0.0,0.0,0.0,N,"21310-33020",,N
HY-142,Motor electroventilador verna mobis,64.9,95.4,0.0,0.0,0.0,0.0,N,"25386-25000",,N
HY-143,Disco embrague verna nuevo mobis,47.18,75.48,0.0,0.0,0.0,0.0,N,"41100-23030",,N
HY-144,Bomba aceite atos mobis,33.22,53.68,0.0,0.0,0.0,0.0,N,"21310-02550",,N
HY-145,Motor electroventilador accent mobis,64.46,93.08,1.0,1.0,0.0,0.0,C,"25386-22000","",S
HY-146,Termostato 82� verna /mobis,4.28,7.27,0.0,0.0,0.0,0.0,N,"25500-23001",,N
HY-147,M�dulo distribuidor excel /mobis,42.67,65.16,6.0,2.0,2.0,0.0,N,"27120-21020","",S
HY-148,Jgo. cable buj�as atos 98 /mobis,20.52,31.8,20.0,20.0,0.0,0.0,C,"27501-02A00","",S
HY-149,Guardapolvo centro verna /mobis,4.47,9.54,2.0,2.0,0.0,0.0,C,"29150-25000","",S
HY-150,Disco freno nuevo accent/mobis,33.46,71.39,50.0,50.0,0.0,0.0,C,"51712-1G000","",S
HY-151,Sensor temperatura excel /mobis,9.94,16.24,0.0,0.0,0.0,0.0,N,"25360-24050",,N
HY-152,Protector ventilador verna/mobis,8.31,13.3,0.0,0.0,0.0,0.0,N,"25350-25000",,N
HY-153,Motor electroventilador accent/alterno,20.79,33.96,0.0,0.0,0.0,0.0,N,"25386-22000",,N
HY-154,Bomba gasolina verna/mobis,60.58,78.51,0.0,0.0,0.0,0.0,N,"31123-25000",,N
HY-155,Sensor posici�n aleta elantra/mobis,21.34,30.82,2.0,2.0,0.0,0.0,C,"35170-22010","",S
HY-156,Sensor temperatura accent/mobis,3.93,8.29,0.0,0.0,0.0,0.0,N,"39220-22010",,N
HY-157,Motor electroventilador verna/alterno,14.84,25.22,0.0,0.0,0.0,0.0,N,"25386-25000",,N
HY-158,Sensor tps posici�n aleta verna/mobis,16.3,34.78,0.0,0.0,0.0,0.0,N,"35170-22600",,N
HY-159,Barra limpiaparabrisas accent verna/mobis,8.13,12.15,144.0,144.0,0.0,0.0,C,"98200-25000","",S
HY-160,Termostato 88� verna/mobis,6.0,9.8,0.0,0.0,0.0,0.0,N,"25500-22600",,N
HY-161,Ducto refrigerante corto atos/mobis,4.6,11.2,1.0,1.0,0.0,0.0,C,"25611-02502","",S
HY-162,Sensor posici�n cig�e�al accent/mobis,17.64,34.57,2.0,2.0,0.0,0.0,C,"39180-23000","",S
HY-163,"Cable embrague atos, pride 2001-06 /mobis",7.36,15.71,1.0,1.0,0.0,0.0,C,"41510-02010","",S
HY-164,Cable embrague excel/mobis,6.27,10.66,0.0,0.0,0.0,0.0,N,"41510-24000",,N
HY-165,Empaque cabezote verna accent 1.5 Doch/mobis,10.5,25.7,25.0,25.0,0.0,0.0,C,"22311-26602","",S
HY-166,Sensor temperatura largo verna getz/mobis,6.38,13.6,2.0,2.0,0.0,0.0,C,"39230-26600","",S
HY-167,Trompo retro atos/mobis,3.62,9.4,2.0,2.0,0.0,0.0,C,"93860-02002",da�ados,S
HY-168,Filtro gasolina accent 07/mobis,10.47,26.0,0.0,0.0,0.0,0.0,N,"31112-1G000",,N
HY-169,Guardapolvo punta eje verna /alterno us,2.5,3.8,0.0,0.0,0.0,0.0,N,"49509-24A00",,N
HY-170,Articulaci�n verna 99-05/mobis,6.0,15.55,0.0,0.0,0.0,0.0,N,"56540-25000",,N
HY-171,Kit mordaza freno acc-verna/alterno,2.94,4.7,0.0,0.0,0.0,0.0,N,"58102-25A00",,N
HY-172,Buje peq.mesa suspensi�n verna/mobis,1.52,4.05,251.0,254.0,258.0,0.0,N,"54551-25000","",S
HY-173,Base motor posterior verna 1.6 /mobis,11.62,18.36,0.0,0.0,0.0,0.0,N,"21930-25400",,N
HY-174,V�lvula escape accent 1.5/mobis,3.28,8.1,99.0,99.0,0.0,0.0,C,"22212-22011","",S
HY-175,Terminal direcci�n excel/mobis,6.69,9.15,2.0,2.0,0.0,0.0,C,"56820-21110","",S
HY-176,Rulim�n exterior post. caja verna/mobis,10.84,15.82,0.0,0.0,0.0,0.0,N,"43220-28050",,N
HY-177,V�lvula admisi�n accent 1.5/mobis,2.4,6.1,36.0,36.0,0.0,0.0,C,"22211-22003","",S
HY-178,Tapa radiador verna/mobis,3.53,5.99,0.0,0.0,0.0,0.0,N,"25330-33101",,N
HY-179,Abrazadera barra estabilizadora verna/mobis,0.34,0.74,0.0,0.0,0.0,0.0,N,"54814-25000",,N
HY-180,Trompo retro verna/mobis,3.96,10.5,183.0,183.0,0.0,0.0,C,"93860-39002","",S
HY-181,Base motor posterior verna 1.6 /alterno,7.5,11.4,3.0,2.0,2.0,0.0,N,"21930-25400","",S
HY-182,Perno rueda accent/mobis,0.83,1.33,0.0,0.0,0.0,0.0,N,"52950-24000",,N
HY-183,Manija interior abre pta. izq.verna 03/mobis,3.55,5.83,30.0,30.0,0.0,0.0,C,"82610-25000","",S
HY-184,Ret�n tapa v�lvula verna/mobis,1.38,2.99,0.0,0.0,0.0,0.0,N,"22443-23000",,N
HY-185,Rulim�n rueda delantera verna/alterno,9.8,13.41,6.0,0.0,0.0,0.0,N,"51720-29400",,N
HY-186,Manija interior abre pta. der.verna 03/mobis,2.78,5.92,0.0,0.0,0.0,0.0,N,"82620-25000",,N
HY-187,Ret�n cig�e�al dela.atos/alterno pos,0.88,1.08,412.0,578.0,560.0,0.0,N,"21421-21030","",S
HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,2.64,6.7,1.0,0.0,0.0,0.0,N,"54555-25000",,N
HY-189,Sello v�lvula atos/mobis,0.42,0.65,5540.0,5556.0,5556.0,0.0,N,"22224-02500","",S
HY-190,Ret�n rueda dela.excel accent/alterno pos,0.47,0.75,0.0,0.0,0.0,0.0,N,"51713-21100",,N
HY-191,Trompo retro accent excel/mobis,4.02,8.58,0.0,0.0,0.0,0.0,N,"93860-36100",,N
HY-192,Sensor temperatura atos/mobis,6.86,10.98,0.0,0.0,0.0,0.0,N,"39220-02500",,N
HY-193,Trompo temperatura verna atoz getz /mobis,6.88,8.91,2.0,2.0,0.0,0.0,C,"39220-38030","",S
HY-194,Bomba aceite verna getz dohc 1.6 alterno/jico,29.08,62.05,69.0,69.0,0.0,0.0,C,"21310-26020","",S
HY-195,Ret�n cigue�al post. accent verna/mobis,6.04,10.28,0.0,0.0,0.0,0.0,N,"21443-22000",,N
HY-196,Boc�n post. puente accent verna/mobis,0.24,0.39,0.0,0.0,0.0,0.0,N,"21724-24000",,N
HY-197,Sello valvula excel/mobis,0.5,1.2,2.0,0.0,0.0,0.0,N,"22224-33004",,N
HY-198,Empaque cabezote verna1.6 doch metal/onmuri,7.04,14.85,11.0,11.0,0.0,0.0,C,"22311-26100","",S
